url,Bill,Billable Hours,NonBillable Hours,invoice,Note,project_name,project_id,list_name,list_id,name,description,parent,status,tags,date_created,due_date,date_done,date_closed,order_index,estimated_hours,actual_hours
https://app.clickup.com/t/86b3x5vft,yes,4,10,Aug 2025,project,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Backend - Web Reservations,"Custom experience mimicking a contract
Only select users have accounts to allow for Creation of New Reservations and/or Modification of Existing Reservations
Custom eCommerce reports showing usage of ecommerce features by users - allows manual download of reports, and includes monthly reporting (cron)
Cart
Checkout
Thank You
Admin Options
Reporting - Starter; please review existing proposal for advanced reporting capabilities",,complete,encore events rentals,2025-02-12 7:04,2025-02-27 2:00,2025-03-19 15:48,,119451185,0.00,0.00
https://app.clickup.com/t/86b3x5v10,yes,4,4,Aug 2025,project,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Backend - Wishlist,"Custom Plugin Management
Request For Quote
Manage List
Create List
View List
Find List",,complete,encore events rentals,2025-02-12 7:02,2025-02-27 2:00,2025-03-21 9:11,,119451286,0.00,0.00
https://app.clickup.com/t/86b3x5v51,yes,4,4,Aug 2025,project,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Backend - Web Request,Existing functionality for Wishlist to submit requests for quote,,complete,encore events rentals,2025-02-12 7:02,2025-02-27 2:00,2025-03-21 9:11,,119451287,0.00,0.00
https://app.clickup.com/t/86b3x5vm5,yes,4,4,Aug 2025,project,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Backend - Add WebRequest Reports,"Track your funnel from WebRequest to contract in a simple dashboard
Analyze what WebRequests could have been handled better and/or upsold
Track traffic sources of WebRequests
Export detailed view as CSV for further analysis 
Daily, monthly and yearly breakdown
Example screens",,complete,encore events rentals,2025-02-12 7:04,2025-02-28 2:00,2025-03-21 9:11,,119451288,0.00,0.00
https://app.clickup.com/t/86b4axwwr,no,0,24,Aug 2025,project management,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,New Website Launch Schedule,"Tuesday, March 18th - Please test all pages in the spreadsheet for backend and provide feedback by 12 PM PST Tuesday the latest. Front end pages were approved as of March 4th on our last call. 
Wednesday, March 19th - Please don't make any updates to the website as of this day, Tuesday March 18th is the last day to make updates before we sync the databases. 
Thursday & Friday, March 20th & 21st - We will sync databases to ensure everything on the current website is reflected on the new dev site. 
Saturday & Sunday, March 22nd & 23rd - Aim to deploy the new website over the weekend when Google Analytics shows there is less traffic to ensure your site is all set for the high traffic days mid week.",,complete,encore events rentals,2025-03-19 8:31,2025-03-22 2:00,2025-03-23 9:13,,119451326,0.00,0.00
https://app.clickup.com/t/86b4dn076,no,0,1,Aug 2025,bugfix,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Troubleshoot Customer Portal issue,"Hey jeremy, let me know if you need any more information. I've requested any link thats not working for reference if they happened to share that with Kendall",,complete,encore events rentals,2025-03-26 15:05,2025-03-28 2:00,2025-03-26 16:04,,119451506,0.00,0.00
https://app.clickup.com/t/86b4qh4v7,no,0,2,Aug 2025,webrequest support,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Web Request Performance Reports,"The webrequest performance reports stopped loading on 3/17/2025. Investigate and make sure the data is loaded, and the scheduled data load is working.
---
I don't really understand what she is asking for. Is she asking how to get the data? Is she having issues just downloading the files for various time frames?
What tab is she using in Web Request Performance Reports?

You might ask what she's trying to do or if she's getting stuck somewhere.
Maybe she could provide a very specific question she's trying to answer.

Does she have existing reporting she's trying to imitate? i.e. her existing website reports that show a Total Number and an Increase or Decrease over a previous performance period.... (I'm guessing this is what she wants)

Also, I looked quickly, and it looks like the data load stopped on 3-17... 🤯

@Jordan Highley please create a task for me ""Web Request Performance Reports"".",,complete,encore events rentals,2025-04-21 10:31,2025-04-25 2:00,2025-04-24 9:56,,119453689,0.00,0.00
https://app.clickup.com/t/86b50h93h,no,0,1,Aug 2025,webrequest support,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Add WebRequest API monitoring for www.encoreeventsrentals.com to betteruptime,Made at the request of Jeremy after customer portal went down on 5.14 due to Alert API losing connection,,complete,encore events rentals,2025-05-14 13:39,2025-05-16 2:00,2025-05-15 8:56,,119455324,0.00,0.00
https://app.clickup.com/t/86b511x8x,yes,2,0,Aug 2025,fix bug from powershifter,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Fix bulk availability check in checkout orders with lots of items,"user: tina@ohsplendidday.com
Alert Customer: 25219
Reservation: 126889
  
The submit button is disabled because when the cart loads, it checks the availability and that is failing.


When sending the request, there are so may items that alert is truncating the rental_class, and outputting a warning, making the api response unusable.


The feature was created by agency-1, powershifter, and it has a bug, because they didn't test it with tickets this big, and I'll have to update it.",,complete,encore events rentals,2025-05-15 15:10,2025-05-19 2:00,2025-05-16 8:25,,119455381,0.00,0.00
https://app.clickup.com/t/86b5acheq,no,0,1,Aug 2025,modified cron as courtesy,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Provide time estimate for updating day ecomm reports are scheduled to run,"From our call yesterday, she shared this page having issues with links and some detail. 
Transcript & notes: https://docs.google.com/document/d/1QZKRqGGE79xP_NUFHsfcbe3ILwIEfGwkI7P9zjpXS3w/edit?usp=meet_tnfm_email&urp=gmail_link 
Recording: https://drive.google.com/file/d/1unUMXViA9NPZRsp9jORZn0wCJLVy4Ncp/view?usp=drive_web 

Kendall asked via email: https://www.encoreeventsrentals.com/wp-admin/admin.php?page=ecomm-report-list 
Can the scheduled reports be adjusted to run on the first of each month at midnight and sent the same day, first of every month and reflecting all the eCom data from the month prior? 



And lastly, I have cc’d @Emily Landrum here so she can chime in on the fact that eCom usage report data is not matching up with the client activity we see in Alert from them using it to update and create reservations. Emily, please take it away…. --→ added all info to new task about ecomm usage reports",,complete,encore events rentals,2025-06-11 7:55,2025-06-13 2:00,2025-06-11 11:48,,119456717,0.00,0.00
https://app.clickup.com/t/86b5acn84,yes,2,4,Aug 2025,ecomm and webrequest data incompatible. customize webrequest performance reports,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Resolve eCom usage report data not matching up with Alert,"And lastly, I have cc’d @Emily Landrum here so she can chime in on the fact that eCom usage report data is not matching up with the client activity we see in Alert from them using it to update and create reservations. Emily, please take it away….
Emily to me: 
 Hi Jordan –
We do have good amount of users that were not showing on the report. I attached an email that shows a list of emails of clients using the portal that were not showing.
Let me know if you have any other questions!
Jordan to Emily: Emily, when I click on the email attached, it doesn't bring me to anything. Is there any chance you can either forward me 1) the original email and 2) a link to the report they are not showing up in?
Emily sent Jordan 2 separate emails, which I've forwarded to you Jeremy 
1st email:  forwarded your way with link to this task 

2nd email: forwarded your way with link to this task",,complete,encore events rentals,2025-06-11 8:04,2025-07-03 2:00,2025-07-31 16:00,,119460564,0.00,0.00
https://app.clickup.com/t/86b59fz3y,yes,3,10,Aug 2025,build looker studio prototype,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Provide time estimate for connecting WR performance data to her looker studio - build prototype and propose to client,"Please work your magic Jeremy, but first let me know how long it'll take. Kendall's got 3 maintenance hours left for June https://lookerstudio.google.com/u/0/reporting/9eadd760-c3d0-4102-9177-e4b450e1459b/page/YKlOD",,complete,encore events rentals,2025-06-09 10:20,2025-07-11 2:00,2025-08-06 7:32,,119460972,0.00,0.00
https://app.clickup.com/t/86b59fz7n,yes,2,4,Aug 2025,update reports,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Update web request performance reporting based on Kendall's feedback,"Same here, please provide time estimate first to do so.. to make sure it falls within their hours 
basically otherwise they need to approve more but kendall said boss gave her the okay 
, but by month? asked the client to confirm , her response below


Let her know

and then at the end of our call on 6.10, last 15 mins she went in on it so can watch this for reference
https://drive.google.com/file/d/1unUMXViA9NPZRsp9jORZn0wCJLVy4Ncp/view",,complete,encore events rentals,2025-06-09 10:21,2025-07-10 2:00,2025-08-06 7:34,,119460975,0.00,0.00
https://app.clickup.com/t/86b65wd1f,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Customer Portal Updates,"See subtasks for details

From Encore thread:  
1. allow overbooking
ooh la la weddings
133839
2. change to 91, then back to 90 - should keep as 90, not 91.
3. Invalid security token -> change to ""expired session, try again""
4. reservation checkout - add new items while on page, include a list of sections to add to the right section.
Call notes: https://docs.google.com/document/d/19eRXoDJqO7bXCVuCemq4kF9jBaPqZigCA-QLjdV8LCA/edit?tab=t.ht6cjf18uc4m",,complete,encore events rentals,2025-08-08 6:29,2025-08-26 2:00,2025-10-14 9:44,,119465497,0.00,0.00
https://app.clickup.com/t/86b65wfrz,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Looker Studio report fixes ,"5. looker studio report
a. Overview Logins - Remove
b. tems Added to Wishlists - Remove
c. Wishlists Saved - Keep - needs to have at least one item
d. Quotes Requested - fix this
e. Quotes Requested by Day of the Week - fix this
https://chat.google.com/room/AAAALQ0wHAY/q7NfvthlKbQ/q7NfvthlKbQ?cls=10Call  note
https://docs.google.com/document/d/19eRXoDJqO7bXCVuCemq4kF9jBaPqZigCA-QLjdV8LCA/edit?tab=t.ht6cjf18uc4m",,complete,encore events rentals,2025-08-08 6:33,2025-08-22 2:00,2025-09-19 7:45,,119463941,0.00,0.00
https://app.clickup.com/t/86b3fn451,no,0,1,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,create prod site copy in customer's wpengine account,,86b3fhq23,complete,encore events rentals,2025-01-10 10:54,2025-01-12 13:00,2025-01-10 10:56,,237638733,0.00,0.00
https://app.clickup.com/t/86b3fn468,no,0,0.25,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,create sftp login,,86b3fhq23,complete,encore events rentals,2025-01-10 10:55,2025-01-12 13:00,2025-01-10 10:56,,237638734,0.00,0.00
https://app.clickup.com/t/86b3fn47d,no,0,0.25,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,add website@twelvelegsmarketing.com to wpengine portal,,86b3fhq23,complete,encore events rentals,2025-01-10 10:55,2025-01-13 13:00,2025-01-14 6:01,,237638735,0.00,0.00
https://app.clickup.com/t/86b3fn4g4,no,0,0.25,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,add wordpress admin user accounts for 12legs developers,,86b3fhq23,complete,encore events rentals,2025-01-10 10:55,2025-01-12 13:00,2025-01-10 10:56,,237638736,0.00,0.00
https://app.clickup.com/t/86b3fn507,no,0,0.25,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,create ssh key pair for website@twelvelegsmarketing.com add details to lastpass,,86b3fhq23,complete,encore events rentals,2025-01-10 10:56,2025-01-13 13:00,2025-01-14 6:01,,237638737,0.00,0.00
https://app.clickup.com/t/86b3pvd0p,yes,2,0,Aug 2025,new sync,EER - Encore Events Rentals,90142340906,Website Development,901404396025,auto sync venues,,86b3h91mh,complete,encore events rentals,2025-01-28 9:12,2025-01-30 2:00,2025-03-29 8:36,,237639339,0.00,0.00
https://app.clickup.com/t/86b3wa2a5,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,Prototype how Private Residence venue works when a reservation already has an address,,86b2ynyzc,complete,encore events rentals,2025-02-10 10:32,,2025-10-27 12:46,,237639786,0.00,0.00
https://app.clickup.com/t/86b4955fk,no,0,2,Aug 2025,project bugfix,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Fix layout issue with table expanding outside of section,,86b3x5vc0,complete,,2025-03-14 7:51,,2025-03-14 7:51,,237640440,0.00,0.00
https://app.clickup.com/t/86b4awcaz,no,0,2,Aug 2025,project bugfix,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Selecting venue is not a good experience,issues with the drop down selection of venues - it populates the tying drop down box out of the main view and then you cannot see it typed in. I did try using the vertical scroll bar- it wouldn’t scroll – it was stuck and kept bouncing.,86b3x5vft,complete,encore events rentals,2025-03-19 6:44,,2025-03-19 15:48,,237640547,0.00,0.00
https://app.clickup.com/t/86b4awg6e,no,0,2,Aug 2025,project bugfix,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Cant get it to save the delivery address once I finally managed to get it to let me select one,,86b3x5vft,complete,encore events rentals,2025-03-19 6:51,,2025-03-19 15:48,,237640548,0.00,0.00
https://app.clickup.com/t/86b4awgbf,no,0,2,Aug 2025,project bugfix,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Cannot add item to cart,"Tried to add an item to cart – the zinnia chargers – and got this pop up – and then couldn’t get further than this as it would not allow me to add items to the cart - link she shared: https://encoreeventdev.wpenginepowered.com/product/zinnia-plate/
that is the URL – I tried multiple items and got the same pop up screen though",86b3x5vft,complete,encore events rentals,2025-03-19 6:51,,2025-03-19 15:48,,237640549,0.00,0.00
https://app.clickup.com/t/86b4c0j7q,no,0,3,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Sync and move files,"Encore - Migration Prod → Dev
 
Backup of prod
What's the target environment? 
1. Prod → Stg - LFS Setup (WPE Support)
2. Dev → Prod
How are we bringing it down for maintenance?
1. Password protection / Both envs
Who is syncing/moving files? - Jeremy
Who is moving the db? - Jeremy
Sync products from current prod to new site? (do we need to export as a first step? 
- Slavko",86b4axwwr,complete,encore events rentals,2025-03-21 10:29,2025-03-22 2:00,2025-03-23 9:12,,237640572,0.00,0.00
https://app.clickup.com/t/86b4c0j9w,no,0,1,Aug 2025,project setup,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Move database,"Encore - Migration Prod → Dev
 
Backup of prod
What's the target environment? 
1. Prod → Stg - LFS Setup (WPE Support)
2. Dev → Prod
How are we bringing it down for maintenance?
1. Password protection / Both envs
Who is syncing/moving files? - Jeremy
Who is moving the db? - Jeremy
Sync products from current prod to new site? (do we need to export as a first step? 
- Slavko",86b4axwwr,complete,encore events rentals,2025-03-21 10:29,2025-03-22 2:00,2025-03-23 9:12,,237640573,0.00,0.00
https://app.clickup.com/t/86b4fxj2y,,,,,,EER - Encore Events Rentals,90142340906,WP <> WP - Website Migration & Build,901407334792,Add webrequest connection test page,"add page to test alert connection for webrequest/mobile reports
add instructions to tango",86b4d2zme,complete,encore events rentals,2025-04-01 13:39,,2025-10-03 9:20,,237640947,0.00,0.00
https://app.clickup.com/t/86b65we3e,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,1. allow overbooking,"From Encore thread:  
1. allow overbooking
ooh la la weddings
133839
2. change to 91, then back to 90 - should keep as 90, not 91.
3. Invalid security token -> change to ""expired session, try again""
4. reservation checkout - add new items while on page, include a list of sections to add to the right section.
Call notes:",86b65wd1f,complete,encore events rentals,2025-08-08 6:30,2025-08-26 4:00,2025-09-25 7:24,,237644038,0.00,0.00
https://app.clickup.com/t/86b65we5j,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,"2. change to 91, then back to 90 - should keep as 90, not 91.","when the product is changed to 91, then back to 90, the update detects 91, but should still be 90.
make sure the logic for updating quantity and detecting changes is correct",86b65wd1f,complete,encore events rentals,2025-08-08 6:30,2025-08-26 4:00,2025-10-14 9:39,,237644039,0.00,0.00
https://app.clickup.com/t/86b65we70,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,"3. Invalid security token -> change to ""expired session, try again""","From Encore thread:  
1. allow overbooking
ooh la la weddings
133839
2. change to 91, then back to 90 - should keep as 90, not 91.
3. Invalid security token -> change to ""expired session, try again""
4. reservation checkout - add new items while on page, include a list of sections to add to the right section.
Call notes:",86b65wd1f,complete,encore events rentals,2025-08-08 6:31,2025-08-26 4:00,2025-09-16 8:11,,237644040,0.00,0.00
https://app.clickup.com/t/86b65we98,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,4. reservation checkout,"add new items while on page, include a list of sections to add to the right section.",86b65wd1f,complete,encore events rentals,2025-08-08 6:31,2025-08-26 4:00,2025-10-14 9:40,,237644041,0.00,0.00
https://app.clickup.com/t/86b65wgdg,yes,0.25,0,Aug 2025,task,EER - Encore Events Rentals,90142340906,Website Development,901404396025,a. Overview Logins - Remove,"5. looker studio report
a. Overview Logins - Remove
b. tems Added to Wishlists - Remove
c. Wishlists Saved - Keep - needs to have at least one item
d. Quotes Requested - fix this
e. Quotes Requested by Day of the Week - fix this
Call  note",86b65wfrz,complete,encore events rentals,2025-08-08 6:33,2025-08-14 2:00,2025-08-08 7:40,,237644043,0.00,0.00
https://app.clickup.com/t/86b65wgmc,yes,0.25,0,Aug 2025,task,EER - Encore Events Rentals,90142340906,Website Development,901404396025,b. items Added to Wishlists - Remove,"5. looker studio report
a. Overview Logins - Remove
b. tems Added to Wishlists - Remove
c. Wishlists Saved - Keep - needs to have at least one item
d. Quotes Requested - fix this
e. Quotes Requested by Day of the Week - fix this
Call  note",86b65wfrz,complete,encore events rentals,2025-08-08 6:34,2025-08-14 2:00,2025-08-08 7:40,,237644044,0.00,0.00
https://app.clickup.com/t/86b65wgrc,no,0,0,Aug 2025,no-op,EER - Encore Events Rentals,90142340906,Website Development,901404396025,c. Wishlists Saved - Keep,"5. looker studio report
a. Overview Logins - Remove
b. tems Added to Wishlists - Remove
c. Wishlists Saved - Keep - needs to have at least one item
d. Quotes Requested - fix this
e. Quotes Requested by Day of the Week - fix this
Call  note",86b65wfrz,complete,encore events rentals,2025-08-08 6:34,2025-08-14 2:00,2025-08-08 7:40,,237644045,0.00,0.00
https://app.clickup.com/t/86b65wgu8,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,d. Quotes Requested - fix this,"5. looker studio report
a. Overview Logins - Remove
b. tems Added to Wishlists - Remove
c. Wishlists Saved - Keep - needs to have at least one item
d. Quotes Requested - fix this
e. Quotes Requested by Day of the Week - fix this
Call  note",86b65wfrz,complete,encore events rentals,2025-08-08 6:34,2025-08-22 2:00,2025-09-17 7:37,,237644046,0.00,0.00
https://app.clickup.com/t/86b65wgy1,,,,,,EER - Encore Events Rentals,90142340906,Website Development,901404396025,e. Quotes Requested by Day of the Week - fix this,"5. looker studio report
a. Overview Logins - Remove
b. tems Added to Wishlists - Remove
c. Wishlists Saved - Keep - needs to have at least one item
d. Quotes Requested - fix this
e. Quotes Requested by Day of the Week - fix this
Call  note",86b65wfrz,complete,encore events rentals,2025-08-08 6:34,2025-08-22 2:00,2025-09-17 7:38,,237644047,0.00,0.00
https://app.clickup.com/t/86b3e7tat,yes,1,,TL20251214A-rev2,,ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,"add ""Lighting"" & ""Temperature Control"" checkboxes to tent form","Hey jeremy, the client confirmed this 1 hour time estimate and will buy 4 more support hours to get it done. 
Please add two more check boxes to all canopy options, one for “Lighting” and one for “Temperature Control"", to the existing ceiling liner, leg drapes and side walls so there are 5 check boxes in total.",,complete,event rent idaho,2025-01-07 12:56,2025-01-09 2:00,2025-01-13 11:58,,119446362,0.00,0.00
https://app.clickup.com/t/86b3kcded,no,0,1,Aug 2025,bugfix,ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,Investigate and resolve latest issue causing return date not showing,Hey Jeremy here is a task for you to mark complete once you resolve whatever is breaking this feature Dina wanted,,complete,,2025-01-20 11:34,2025-01-22 2:00,2025-01-28 15:48,,119447715,0.00,0.00
https://app.clickup.com/t/86b43waar,no,0,2,Aug 2025,"project management, code review",ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,Investigate why delivery areas/fees and window fees are no longer pushing through in Alert - .5 hours to investigate / fix or provide time estimate,"Fourth: The delivery areas/fees and window fees are no longer pushing through to the tickets in Alert.
This should have pulled with a BOISE delivery area and fee and both a DEL8 and DELPM window fee in the sales items.",,complete,event rent idaho,2025-02-28 12:41,2025-03-04 2:00,2025-03-24 7:33,,119451330,0.00,0.00
https://app.clickup.com/t/86b4kakyk,,,,,,ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,Implement Delivery Areas,"From Mar 21: For item 4, we will have that ready for you to review next week as our team wraps up a few large projects this week. Old related task 
According to our team, the Delivery Areas solution was an addition to the original website build that we started; however we were asked to put it on hold and that's why it's not completed. Next week, we will complete that for you and have it ready to test.",,complete,event rent idaho,2025-04-09 14:35,2025-08-29 2:00,2025-10-01 9:56,,119464713,0.00,0.00
https://app.clickup.com/t/86b5eptn4,no,0,2,Aug 2025,webrequest support,ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,"Resolve [## 74742 ##] ""Record Exists- Key Not Unique"" Error When Converting Web Requests",,,complete,event rent idaho,2025-06-23 12:26,2025-06-26 2:00,2025-07-18 6:32,,119459554,0.00,0.00
https://app.clickup.com/t/86b661rpq,no,0,2,Aug 2025,webrequest support,ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,Fix sales item issue in Web Request,"Related to thread I forwarded you via email, let me know if you need anything else. Thank you!
Here are the two products: 
https://idahoeventrent.com/wp-admin/post.php?post=54832&action=edit
https://idahoeventrent.com/wp-admin/post.php?post=58009&action=edit
https://idahoeventrent.com/wp-admin/post.php?action=edit&post=67370",,complete,event rent idaho,2025-08-08 9:16,2025-08-11 2:00,2025-08-08 10:54,,119461138,0.00,0.00
https://app.clickup.com/t/86b3fk9a1,no,0,,,cancelled,ER - EventRent,90141883221,Website Maintenance/Website Technical Issues,901403965619,Automatically add related products to the webrequest,"The scenario: We have added a variable item on the website for Clear Top Canopies. In Alert, these are not their own standalong items. The clear tops are related items to the canopies that they are an option for, but need to be selected. These could also be added as a separate item, if not chosen in the kit. To my knowledge, there isn’t a way to make an item on the website choose more than one item in Alert, but I wanted to check in to make sure. The example below would be the 40x100 canopy. In order to make it a clear top canopy, we would need RC#1103 + 2- RC#1233 + 3 – RC#1232.",,cancelled,,2025-01-10 9:33,2025-01-14 2:00,2025-01-16 13:04,2025-08-10 12:50,119461151,0.00,0.00
